url,댓글 수,댓글
https://n.news.naver.com/mnews/article/025/0003176950?sid=101,4,미쳤네... 그냥 다같이 죽자는거네..  나중에 저거 탕감해준다고 세금 더 걷는다는 헛소리나 안나오길
https://n.news.naver.com/mnews/article/025/0003176950?sid=101,4,여러분 기호 6번 허경영을 기억하세요. 가계부채 2000조는 허경영이 대통령되는 즉시 긴급재정명령권 발동하여 양적완화 2000조해서 18세이상 국민에게 1억씩 줍니다. 그 돈으로 가계부채 2000조 신속히 갚게 합니다. 그리고 예산 400조 도둑놈들 모두 정신교육대에 넣은 다음 무보수로 국회의원 100명 뽑아서 매월 국민배당금 150만원 지급하는 안건 신속히 통과시키고 바로 18세이상 국민 통장에 매월 150만원씩 넣어줍니다. 빚은 사라지고 매월 소득이 150만원씩 생겨서 생계걱정 끝입니다. 정신차려요. 기호 6번 허경영 1억!
https://n.news.naver.com/mnews/article/025/0003176950?sid=101,4,비은행이 훨씬낫다고본다 유권해석이랑 자산시장에대한 광의유동성 해석을 더 잘 헤아리기때문이다
https://n.news.naver.com/mnews/article/025/0003176950?sid=101,4,차기 정부 큰일났네..저거 코로나전부터 생긴건 유예하지 말았어야지..코로나 전부터 쌓인것도 많은데..저거 감면 해주면 신용등급 하락으로 외환위기..정리할건 정리 좀
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,국민들아. 지금 대선이 이놈이나 저놈 똑같아 보이지? 그래서 정권교체 를 해도 별로 달라질거 같지 않지? 그렇지 않기를 바라지만 설사 그렇다고 해도 이번 정권이 못했다고 생각되면 즉 민주당에 분노와 실망했다면 국힘을 찍는게 맞는것이다. 최소한 정치인들에게 정치를 제대로 못하면 모든 권력을 뺏아긴다는 국민의 심판에 의한 긴장 마저도 없다면 “어 우리가 개판쳐도 정권이 우리한테 넘어오네“ 이러면 무슨 긴장감으로 국민 눈치를 보겠냐. 국민을 개돼지로보지 않겠냐
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,"진짜 팩트다 
정권교체만 답지다 
절대 민주당만 안되면 된다는게
지금 국민들 여론임"
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,윤후보님ㅡ말씀에ㅡ1000% ㅡ동의합니다ㄷ
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,무조건 기호 2번 찍을란다 우리가 살길이다  윤석열!! 환호성에 대한민국이 우뚝선다 홧팅!!!!이기자!!!!!!!
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,민주당 간신 매국노들을 갈아버리는게 정치개혁이지!
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,"공수처가 사법부  내부의 견제장치가 될 수 있다  윤후보는 공수처를 폐지하고 사법개혁을 제로로 돌림으로써 사법부의 내부 견제장치가  부재한 상태에서 사법부의 독립은 결국 무소불위의 사법권력  그럼으로써 부패한 사법권력을 초래할 것이다
권력은 견제받지 않으면 썩어버리기 쉽다
대장동개발에서 보여준 힘있는 법조인들의 부정부패를 누가 수사하며 누가 재판할 것인가?  부패한 자들이 서로 수사하고 재판할 것인가?  그렇다면 어떻게 정의로운 수사와 재판이 있을 수 있겠는가?"
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,"민주당 년놈들은 도둑년놈,성폭력범,사기,문서위조 악질 범죄자가 대다수이니  불에태워 없애야 한다!"
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,"윤후보님  순수한 옆집 아저시같으세요 
꼭 승리하셔.   정권 바꿔주셔야해요 
모두. 고루 잘사는 나라 만들어  주세요ㅡ"
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,교체해서 뭘할지를 알려주시라. 국힘은.. 그런 면에서 너무 태만해 보인다.
https://n.news.naver.com/mnews/article/025/0003176938?sid=100,20,
